country,date,yearAndWeek,dayOfTheWeek,casesWeekly,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
Rwanda,2020-11-19,2020-46,4,233,33,23.142857142857142,16.546762589928043,10
Dominica,2020-11-20,2020-46,5,26,3,2.142857142857143,25.0,1
Turks_and_Caicos_islands,2020-11-20,2020-46,5,13,1,0.7142857142857143,25.0,1
Equatorial_Guinea,2020-11-20,2020-46,5,12,1,0.7142857142857143,25.0,1
Barbados,2020-11-20,2020-46,5,8,1,0.7142857142857143,25.0,1
Bhutan,2020-11-20,2020-46,5,16,2,1.4285714285714286,25.0,1
Mauritius,2020-11-20,2020-46,5,26,3,2.142857142857143,25.0,1
Lesotho,2020-11-20,2020-46,5,74,10,7.714285714285714,17.391304347826097,7
Mongolia,2020-11-20,2020-46,5,63,9,7.0,16.666666666666675,8
Liberia,2020-11-20,2020-46,5,65,9,7.0,16.666666666666675,8
Rwanda,2020-11-20,2020-46,5,233,33,26.428571428571427,14.197530864197528,10
Dominica,2020-11-21,2020-46,6,26,3,2.5714285714285716,20.000000000000018,1
Mauritius,2020-11-21,2020-46,6,26,3,2.5714285714285716,20.000000000000018,1
Turks_and_Caicos_islands,2020-11-21,2020-46,6,13,1,0.8571428571428571,19.999999999999996,3
Equatorial_Guinea,2020-11-21,2020-46,6,12,1,0.8571428571428571,19.999999999999996,3
Barbados,2020-11-21,2020-46,6,8,1,0.8571428571428571,19.999999999999996,3
Bhutan,2020-11-21,2020-46,6,16,2,1.7142857142857142,19.999999999999996,3
Lesotho,2020-11-21,2020-46,6,74,10,8.857142857142858,14.814814814814813,7
Mongolia,2020-11-21,2020-46,6,63,9,8.0,14.28571428571428,8
Liberia,2020-11-21,2020-46,6,65,9,8.0,14.28571428571428,8
Rwanda,2020-11-21,2020-46,6,233,33,29.714285714285715,12.432432432432439,10
Turks_and_Caicos_islands,2020-11-22,2020-46,7,13,1,1.0,16.666666666666675,1
Equatorial_Guinea,2020-11-22,2020-46,7,12,1,1.0,16.666666666666675,1
Barbados,2020-11-22,2020-46,7,8,1,1.0,16.666666666666675,1
Bhutan,2020-11-22,2020-46,7,16,2,2.0,16.666666666666675,1
Dominica,2020-11-22,2020-46,7,26,3,3.0,16.66666666666665,5
Mauritius,2020-11-22,2020-46,7,26,3,3.0,16.66666666666665,5
Lesotho,2020-11-22,2020-46,7,74,10,10.0,12.903225806451601,7
Mongolia,2020-11-22,2020-46,7,63,9,9.0,12.5,8
Liberia,2020-11-22,2020-46,7,65,9,9.0,12.5,8
Rwanda,2020-11-22,2020-46,7,233,33,33.0,11.057692307692314,10
Madagascar,2020-11-23,2020-47,1,108,15,3.0,200.0,1
Botswana,2020-11-23,2020-47,1,1369,195,75.0,36.36363636363635,2
Mongolia,2020-11-23,2020-47,1,209,29,11.857142857142858,31.746031746031743,3
Cameroon,2020-11-23,2020-47,1,836,119,49.57142857142857,30.451127819548862,4
Turks_and_Caicos_islands,2020-11-23,2020-47,1,26,3,1.2857142857142858,28.57142857142858,5
Equatorial_Guinea,2020-11-23,2020-47,1,26,3,1.2857142857142858,28.57142857142858,5
Mauritania,2020-11-23,2020-47,1,211,30,13.714285714285714,24.675324675324674,7
Malawi,2020-11-23,2020-47,1,38,5,2.4285714285714284,21.42857142857142,8
United_States_Virgin_Islands,2020-11-23,2020-47,1,70,10,4.857142857142857,21.42857142857142,8
Democratic_Republic_of_the_Congo,2020-11-23,2020-47,1,450,64,31.428571428571427,20.879120879120872,10
Eritrea,2020-11-24,2020-47,2,58,8,2.2857142857142856,100.0,1
Cayman_Islands,2020-11-24,2020-47,2,7,1,0.2857142857142857,100.0,1
Congo,2020-11-24,2020-47,2,253,36,10.285714285714286,100.0,1
Grenada,2020-11-24,2020-47,2,9,1,0.2857142857142857,100.0,1
Sao_Tome_and_Principe,2020-11-24,2020-47,2,14,2,0.5714285714285714,100.0,1
Seychelles,2020-11-24,2020-47,2,8,1,0.2857142857142857,100.0,1
Madagascar,2020-11-24,2020-47,2,108,15,5.0,66.66666666666667,7
Botswana,2020-11-24,2020-47,2,1369,195,95.0,26.66666666666666,8
Mongolia,2020-11-24,2020-47,2,209,29,14.714285714285714,24.09638554216866,9
Cameroon,2020-11-24,2020-47,2,836,119,61.142857142857146,23.342939481268022,10
Eritrea,2020-11-25,2020-47,3,58,8,3.4285714285714284,50.0,1
Cayman_Islands,2020-11-25,2020-47,3,7,1,0.42857142857142855,50.0,1
Congo,2020-11-25,2020-47,3,253,36,15.428571428571429,50.0,1
Grenada,2020-11-25,2020-47,3,9,1,0.42857142857142855,50.0,1
Sao_Tome_and_Principe,2020-11-25,2020-47,3,14,2,0.8571428571428571,50.0,1
Seychelles,2020-11-25,2020-47,3,8,1,0.42857142857142855,50.0,1
Madagascar,2020-11-25,2020-47,3,108,15,7.0,39.99999999999999,7
Botswana,2020-11-25,2020-47,3,1369,195,115.0,21.052631578947366,8
Mongolia,2020-11-25,2020-47,3,209,29,17.571428571428573,19.417475728155352,9
Cameroon,2020-11-25,2020-47,3,836,119,72.71428571428571,18.92523364485981,10
Congo,2020-11-26,2020-47,4,253,36,20.571428571428573,33.33333333333335,1
Eritrea,2020-11-26,2020-47,4,58,8,4.571428571428571,33.33333333333333,2
Cayman_Islands,2020-11-26,2020-47,4,7,1,0.5714285714285714,33.33333333333333,2
Grenada,2020-11-26,2020-47,4,9,1,0.5714285714285714,33.33333333333333,2
Sao_Tome_and_Principe,2020-11-26,2020-47,4,14,2,1.1428571428571428,33.33333333333333,2
Seychelles,2020-11-26,2020-47,4,8,1,0.5714285714285714,33.33333333333333,2
Madagascar,2020-11-26,2020-47,4,108,15,9.0,28.57142857142858,7
Botswana,2020-11-26,2020-47,4,1369,195,135.0,17.391304347826097,8
Mongolia,2020-11-26,2020-47,4,209,29,20.428571428571427,16.260162601625993,9
Cameroon,2020-11-26,2020-47,4,836,119,84.28571428571429,15.913555992141482,10
Eritrea,2020-11-27,2020-47,5,58,8,5.714285714285714,25.0,1
Cayman_Islands,2020-11-27,2020-47,5,7,1,0.7142857142857143,25.0,1
Congo,2020-11-27,2020-47,5,253,36,25.714285714285715,25.0,1
Grenada,2020-11-27,2020-47,5,9,1,0.7142857142857143,25.0,1
Sao_Tome_and_Principe,2020-11-27,2020-47,5,14,2,1.4285714285714286,25.0,1
Seychelles,2020-11-27,2020-47,5,8,1,0.7142857142857143,25.0,1
Madagascar,2020-11-27,2020-47,5,108,15,11.0,22.222222222222232,7
Botswana,2020-11-27,2020-47,5,1369,195,155.0,14.814814814814813,8
Mongolia,2020-11-27,2020-47,5,209,29,23.285714285714285,13.98601398601398,9
Cameroon,2020-11-27,2020-47,5,836,119,95.85714285714286,13.728813559322028,10
Eritrea,2020-11-28,2020-47,6,58,8,6.857142857142857,19.999999999999996,1
Cayman_Islands,2020-11-28,2020-47,6,7,1,0.8571428571428571,19.999999999999996,1
Congo,2020-11-28,2020-47,6,253,36,30.857142857142858,19.999999999999996,1
Grenada,2020-11-28,2020-47,6,9,1,0.8571428571428571,19.999999999999996,1
Sao_Tome_and_Principe,2020-11-28,2020-47,6,14,2,1.7142857142857142,19.999999999999996,1
Seychelles,2020-11-28,2020-47,6,8,1,0.8571428571428571,19.999999999999996,1
Madagascar,2020-11-28,2020-47,6,108,15,13.0,18.181818181818187,7
Botswana,2020-11-28,2020-47,6,1369,195,175.0,12.903225806451623,8
Mongolia,2020-11-28,2020-47,6,209,29,26.142857142857142,12.269938650306745,9
Cameroon,2020-11-28,2020-47,6,836,119,107.42857142857143,12.071535022354695,10
Eritrea,2020-11-29,2020-47,7,58,8,8.0,16.666666666666675,1
Cayman_Islands,2020-11-29,2020-47,7,7,1,1.0,16.666666666666675,1
Congo,2020-11-29,2020-47,7,253,36,36.0,16.666666666666675,1
Grenada,2020-11-29,2020-47,7,9,1,1.0,16.666666666666675,1
Sao_Tome_and_Principe,2020-11-29,2020-47,7,14,2,2.0,16.666666666666675,1
Seychelles,2020-11-29,2020-47,7,8,1,1.0,16.666666666666675,1
Madagascar,2020-11-29,2020-47,7,108,15,15.0,15.384615384615374,7
Botswana,2020-11-29,2020-47,7,1369,195,195.0,11.428571428571432,8
Mongolia,2020-11-29,2020-47,7,209,29,29.0,10.928961748633892,9
Cameroon,2020-11-29,2020-47,7,836,119,119.0,10.771276595744684,10
Turkey,2020-11-30,2020-48,1,139269,19895,6827.0,46.848784684878474,1
Taiwan,2020-11-30,2020-48,1,57,8,2.857142857142857,42.85714285714286,2
Niger,2020-11-30,2020-48,1,148,21,9.857142857142858,23.214285714285722,3
Honduras,2020-11-30,2020-48,1,3453,493,233.28571428571428,22.781954887218035,4
Senegal,2020-11-30,2020-48,1,193,27,14.142857142857142,17.85714285714286,5
Mauritania,2020-11-30,2020-48,1,453,64,34.857142857142854,16.190476190476176,6
Barbados,2020-11-30,2020-48,1,16,2,1.1428571428571428,14.28571428571428,7
Bhutan,2020-11-30,2020-48,1,14,2,1.1428571428571428,14.28571428571428,7
Mexico,2020-11-30,2020-48,1,65196,9313,5659.0,12.05940594059407,9
Thailand,2020-11-30,2020-48,1,64,9,5.571428571428571,11.428571428571432,10
Yemen,2020-12-01,2020-48,2,8,1,0.2857142857142857,100.0,1
Fiji,2020-12-01,2020-48,2,7,1,0.2857142857142857,100.0,1
Cambodia,2020-12-01,2020-48,2,17,2,0.5714285714285714,100.0,1
Papua_New_Guinea,2020-12-01,2020-48,2,51,7,2.0,100.0,1
Laos,2020-12-01,2020-48,2,15,2,0.5714285714285714,100.0,1
Bermuda,2020-12-01,2020-48,2,24,3,0.8571428571428571,100.0,1
Turkey,2020-12-01,2020-48,2,139269,19895,9005.0,31.902739124066205,7
Taiwan,2020-12-01,2020-48,2,57,8,3.7142857142857144,30.000000000000004,8
Niger,2020-12-01,2020-48,2,148,21,11.714285714285714,18.840579710144922,9
Honduras,2020-12-01,2020-48,2,3453,493,276.57142857142856,18.55480710349051,10
Bermuda,2020-12-02,2020-48,3,24,3,1.2857142857142858,50.00000000000002,1
Yemen,2020-12-02,2020-48,3,8,1,0.42857142857142855,50.0,2
Fiji,2020-12-02,2020-48,3,7,1,0.42857142857142855,50.0,2
Cambodia,2020-12-02,2020-48,3,17,2,0.8571428571428571,50.0,2
Papua_New_Guinea,2020-12-02,2020-48,3,51,7,3.0,50.0,2
Laos,2020-12-02,2020-48,3,15,2,0.8571428571428571,50.0,2
Turkey,2020-12-02,2020-48,3,139269,19895,11183.0,24.18656302054414,7
Taiwan,2020-12-02,2020-48,3,57,8,4.571428571428571,23.076923076923062,8
Niger,2020-12-02,2020-48,3,148,21,13.571428571428571,15.85365853658538,9
Honduras,2020-12-02,2020-48,3,3453,493,319.85714285714283,15.650826446280997,10
Yemen,2020-12-03,2020-48,4,8,1,0.5714285714285714,33.33333333333333,1
Fiji,2020-12-03,2020-48,4,7,1,0.5714285714285714,33.33333333333333,1
Cambodia,2020-12-03,2020-48,4,17,2,1.1428571428571428,33.33333333333333,1
Papua_New_Guinea,2020-12-03,2020-48,4,51,7,4.0,33.33333333333333,1
Laos,2020-12-03,2020-48,4,15,2,1.1428571428571428,33.33333333333333,1
Bermuda,2020-12-03,2020-48,4,24,3,1.7142857142857142,33.33333333333333,1
Turkey,2020-12-03,2020-48,4,139269,19895,13361.0,19.475990342484128,7
Taiwan,2020-12-03,2020-48,4,57,8,5.428571428571429,18.75000000000002,8
Niger,2020-12-03,2020-48,4,148,21,15.428571428571429,13.684210526315788,9
Honduras,2020-12-03,2020-48,4,3453,493,363.14285714285717,13.53282715497992,10
Yemen,2020-12-04,2020-48,5,8,1,0.7142857142857143,25.0,1
Fiji,2020-12-04,2020-48,5,7,1,0.7142857142857143,25.0,1
Cambodia,2020-12-04,2020-48,5,17,2,1.4285714285714286,25.0,1
Papua_New_Guinea,2020-12-04,2020-48,5,51,7,5.0,25.0,1
Laos,2020-12-04,2020-48,5,15,2,1.4285714285714286,25.0,1
Bermuda,2020-12-04,2020-48,5,24,3,2.142857142857143,25.0,1
Turkey,2020-12-04,2020-48,5,139269,19895,15539.0,16.301175061746864,7
Taiwan,2020-12-04,2020-48,5,57,8,6.285714285714286,15.78947368421051,8
Niger,2020-12-04,2020-48,5,148,21,17.285714285714285,12.037037037037024,9
Honduras,2020-12-04,2020-48,5,3453,493,406.42857142857144,11.919748229740357,10
Bermuda,2020-12-05,2020-48,6,24,3,2.5714285714285716,20.000000000000018,1
Yemen,2020-12-05,2020-48,6,8,1,0.8571428571428571,19.999999999999996,2
Fiji,2020-12-05,2020-48,6,7,1,0.8571428571428571,19.999999999999996,2
Cambodia,2020-12-05,2020-48,6,17,2,1.7142857142857142,19.999999999999996,2
Papua_New_Guinea,2020-12-05,2020-48,6,51,7,6.0,19.999999999999996,2
Laos,2020-12-05,2020-48,6,15,2,1.7142857142857142,19.999999999999996,2
Turkey,2020-12-05,2020-48,6,139269,19895,17717.0,14.01634596820902,7
Taiwan,2020-12-05,2020-48,6,57,8,7.142857142857143,13.636363636363647,8
Niger,2020-12-05,2020-48,6,148,21,19.142857142857142,10.743801652892571,9
Honduras,2020-12-05,2020-48,6,3453,493,449.7142857142857,10.650263620386635,10
Yemen,2020-12-06,2020-48,7,8,1,1.0,16.666666666666675,1
Fiji,2020-12-06,2020-48,7,7,1,1.0,16.666666666666675,1
Cambodia,2020-12-06,2020-48,7,17,2,2.0,16.666666666666675,1
Papua_New_Guinea,2020-12-06,2020-48,7,51,7,7.0,16.666666666666675,1
Laos,2020-12-06,2020-48,7,15,2,2.0,16.666666666666675,1
Bermuda,2020-12-06,2020-48,7,24,3,3.0,16.66666666666665,6
Turkey,2020-12-06,2020-48,7,139269,19895,19895.0,12.293277642941813,7
Taiwan,2020-12-06,2020-48,7,57,8,8.0,11.99999999999999,8
Niger,2020-12-06,2020-48,7,148,21,21.0,9.701492537313428,9
Honduras,2020-12-06,2020-48,7,3453,493,493.0,9.62515883100381,10
Gambia,2020-12-07,2020-49,1,36,5,1.5714285714285714,57.14285714285714,1
Botswana,2020-12-07,2020-49,1,1539,219,79.28571428571429,41.58163265306123,2
Jersey,2020-12-07,2020-49,1,429,61,22.428571428571427,40.178571428571416,3
Belize,2020-12-07,2020-49,1,2026,289,109.85714285714286,37.32142857142857,4
Djibouti,2020-12-07,2020-49,1,24,3,1.2857142857142858,28.57142857142858,5
United_States_Virgin_Islands,2020-12-07,2020-49,1,105,15,6.428571428571429,28.57142857142858,5
Burkina_Faso,2020-12-07,2020-49,1,356,50,21.714285714285715,27.7310924369748,7
Eritrea,2020-12-07,2020-49,1,55,7,3.5714285714285716,19.047619047619047,8
El_Salvador,2020-12-07,2020-49,1,1940,277,142.42857142857142,18.69047619047619,9
Niger,2020-12-07,2020-49,1,340,48,24.857142857142858,18.36734693877551,10
Sierra_Leone,2020-12-08,2020-49,2,15,2,0.5714285714285714,100.0,1
Central_African_Republic,2020-12-08,2020-49,2,9,1,0.2857142857142857,100.0,1
Turks_and_Caicos_islands,2020-12-08,2020-49,2,8,1,0.2857142857142857,100.0,1
Madagascar,2020-12-08,2020-49,2,172,24,6.857142857142857,100.0,1
Somalia,2020-12-08,2020-49,2,80,11,3.142857142857143,100.0,1
Faroe_Islands,2020-12-08,2020-49,2,8,1,0.2857142857142857,100.0,1
Guinea_Bissau,2020-12-08,2020-49,2,20,2,0.5714285714285714,100.0,1
Gambia,2020-12-08,2020-49,2,36,5,2.142857142857143,36.36363636363635,8
Botswana,2020-12-08,2020-49,2,1539,219,102.57142857142857,29.36936936936936,9
Jersey,2020-12-08,2020-49,2,429,61,28.857142857142858,28.66242038216562,10
Madagascar,2020-12-09,2020-49,3,172,24,10.285714285714286,50.00000000000002,1
Sierra_Leone,2020-12-09,2020-49,3,15,2,0.8571428571428571,50.0,2
Central_African_Republic,2020-12-09,2020-49,3,9,1,0.42857142857142855,50.0,2
Turks_and_Caicos_islands,2020-12-09,2020-49,3,8,1,0.42857142857142855,50.0,2
Somalia,2020-12-09,2020-49,3,80,11,4.714285714285714,50.0,2
Faroe_Islands,2020-12-09,2020-49,3,8,1,0.42857142857142855,50.0,2
Guinea_Bissau,2020-12-09,2020-49,3,20,2,0.8571428571428571,50.0,2
Gambia,2020-12-09,2020-49,3,36,5,2.7142857142857144,26.666666666666682,8
Botswana,2020-12-09,2020-49,3,1539,219,125.85714285714286,22.70194986072425,9
Jersey,2020-12-09,2020-49,3,429,61,35.285714285714285,22.277227722772274,10
Sierra_Leone,2020-12-10,2020-49,4,15,2,1.1428571428571428,33.33333333333333,1
Central_African_Republic,2020-12-10,2020-49,4,9,1,0.5714285714285714,33.33333333333333,1
Turks_and_Caicos_islands,2020-12-10,2020-49,4,8,1,0.5714285714285714,33.33333333333333,1
Madagascar,2020-12-10,2020-49,4,172,24,13.714285714285714,33.33333333333333,1
Somalia,2020-12-10,2020-49,4,80,11,6.285714285714286,33.33333333333333,1
Faroe_Islands,2020-12-10,2020-49,4,8,1,0.5714285714285714,33.33333333333333,1
Guinea_Bissau,2020-12-10,2020-49,4,20,2,1.1428571428571428,33.33333333333333,1
Gambia,2020-12-10,2020-49,4,36,5,3.2857142857142856,21.052631578947366,8
Botswana,2020-12-10,2020-49,4,1539,219,149.14285714285714,18.50170261066968,9
Jersey,2020-12-10,2020-49,4,429,61,41.714285714285715,18.218623481781382,10
Sierra_Leone,2020-12-11,2020-49,5,15,2,1.4285714285714286,25.0,1
Central_African_Republic,2020-12-11,2020-49,5,9,1,0.7142857142857143,25.0,1
Turks_and_Caicos_islands,2020-12-11,2020-49,5,8,1,0.7142857142857143,25.0,1
Madagascar,2020-12-11,2020-49,5,172,24,17.142857142857142,25.0,1
Somalia,2020-12-11,2020-49,5,80,11,7.857142857142857,25.0,1
Faroe_Islands,2020-12-11,2020-49,5,8,1,0.7142857142857143,25.0,1
Guinea_Bissau,2020-12-11,2020-49,5,20,2,1.4285714285714286,25.0,1
Gambia,2020-12-11,2020-49,5,36,5,3.857142857142857,17.391304347826097,8
Botswana,2020-12-11,2020-49,5,1539,219,172.42857142857142,15.613026819923359,9
Jersey,2020-12-11,2020-49,5,429,61,48.142857142857146,15.410958904109595,10
Madagascar,2020-12-12,2020-49,6,172,24,20.571428571428573,20.000000000000018,1
Somalia,2020-12-12,2020-49,6,80,11,9.428571428571429,20.000000000000018,1
Sierra_Leone,2020-12-12,2020-49,6,15,2,1.7142857142857142,19.999999999999996,3
Central_African_Republic,2020-12-12,2020-49,6,9,1,0.8571428571428571,19.999999999999996,3
Turks_and_Caicos_islands,2020-12-12,2020-49,6,8,1,0.8571428571428571,19.999999999999996,3
Faroe_Islands,2020-12-12,2020-49,6,8,1,0.8571428571428571,19.999999999999996,3
Guinea_Bissau,2020-12-12,2020-49,6,20,2,1.7142857142857142,19.999999999999996,3
Gambia,2020-12-12,2020-49,6,36,5,4.428571428571429,14.814814814814813,8
Botswana,2020-12-12,2020-49,6,1539,219,195.71428571428572,13.504556752278397,9
Jersey,2020-12-12,2020-49,6,429,61,54.57142857142857,13.353115727002951,10
Sierra_Leone,2020-12-13,2020-49,7,15,2,2.0,16.666666666666675,1
Central_African_Republic,2020-12-13,2020-49,7,9,1,1.0,16.666666666666675,1
Turks_and_Caicos_islands,2020-12-13,2020-49,7,8,1,1.0,16.666666666666675,1
Somalia,2020-12-13,2020-49,7,80,11,11.0,16.666666666666675,1
Faroe_Islands,2020-12-13,2020-49,7,8,1,1.0,16.666666666666675,1
Guinea_Bissau,2020-12-13,2020-49,7,20,2,2.0,16.666666666666675,1
Madagascar,2020-12-13,2020-49,7,172,24,24.0,16.66666666666665,7
Gambia,2020-12-13,2020-49,7,36,5,5.0,12.903225806451601,8
Botswana,2020-12-13,2020-49,7,1539,219,219.0,11.897810218978089,9
Jersey,2020-12-13,2020-49,7,429,61,61.0,11.780104712041894,10
Mauritania,2020-12-14,2020-50,1,2261,323,65.85714285714286,186.33540372670808,1
Burundi,2020-12-14,2020-50,1,35,5,1.5714285714285714,57.14285714285714,2
Equatorial_Guinea,2020-12-14,2020-50,1,29,4,1.4285714285714286,42.85714285714286,3
Suriname,2020-12-14,2020-50,1,29,4,1.4285714285714286,42.85714285714286,3
Bermuda,2020-12-14,2020-50,1,143,20,7.142857142857143,42.85714285714286,3
Lesotho,2020-12-14,2020-50,1,135,19,7.0,39.99999999999999,6
Papua_New_Guinea,2020-12-14,2020-50,1,54,7,2.7142857142857144,35.71428571428572,7
Eswatini,2020-12-14,2020-50,1,267,38,16.571428571428573,27.472527472527485,8
Rwanda,2020-12-14,2020-50,1,530,75,36.42857142857143,21.42857142857144,9
Burkina_Faso,2020-12-14,2020-50,1,818,116,59.42857142857143,18.85714285714286,10
Comoros,2020-12-15,2020-50,2,12,1,0.2857142857142857,100.0,1
"Bonaire, Saint Eustatius and Saba",2020-12-15,2020-50,2,9,1,0.2857142857142857,100.0,1
Congo,2020-12-15,2020-50,2,426,60,17.142857142857142,100.0,1
Grenada,2020-12-15,2020-50,2,28,4,1.1428571428571428,100.0,1
Saint_Vincent_and_the_Grenadines,2020-12-15,2020-50,2,11,1,0.2857142857142857,100.0,1
British_Virgin_Islands,2020-12-15,2020-50,2,7,1,0.2857142857142857,100.0,1
Mauritius,2020-12-15,2020-50,2,18,2,0.5714285714285714,100.0,1
Mauritania,2020-12-15,2020-50,2,2261,323,108.71428571428571,65.07592190889369,8
Burundi,2020-12-15,2020-50,2,35,5,2.142857142857143,36.36363636363635,9
Equatorial_Guinea,2020-12-15,2020-50,2,29,4,1.8571428571428572,30.000000000000004,10
Suriname,2020-12-15,2020-50,2,29,4,1.8571428571428572,30.000000000000004,10
Bermuda,2020-12-15,2020-50,2,143,20,9.285714285714286,30.000000000000004,10
Comoros,2020-12-16,2020-50,3,12,1,0.42857142857142855,50.0,1
"Bonaire, Saint Eustatius and Saba",2020-12-16,2020-50,3,9,1,0.42857142857142855,50.0,1
Congo,2020-12-16,2020-50,3,426,60,25.714285714285715,50.0,1
Grenada,2020-12-16,2020-50,3,28,4,1.7142857142857142,50.0,1
Saint_Vincent_and_the_Grenadines,2020-12-16,2020-50,3,11,1,0.42857142857142855,50.0,1
British_Virgin_Islands,2020-12-16,2020-50,3,7,1,0.42857142857142855,50.0,1
Mauritius,2020-12-16,2020-50,3,18,2,0.8571428571428571,50.0,1
Mauritania,2020-12-16,2020-50,3,2261,323,151.57142857142858,39.42181340341657,8
Burundi,2020-12-16,2020-50,3,35,5,2.7142857142857144,26.666666666666682,9
Equatorial_Guinea,2020-12-16,2020-50,3,29,4,2.2857142857142856,23.076923076923062,10
Suriname,2020-12-16,2020-50,3,29,4,2.2857142857142856,23.076923076923062,10
Bermuda,2020-12-16,2020-50,3,143,20,11.428571428571429,23.076923076923062,10
Comoros,2020-12-17,2020-50,4,12,1,0.5714285714285714,33.33333333333333,1
"Bonaire, Saint Eustatius and Saba",2020-12-17,2020-50,4,9,1,0.5714285714285714,33.33333333333333,1
Congo,2020-12-17,2020-50,4,426,60,34.285714285714285,33.33333333333333,1
Grenada,2020-12-17,2020-50,4,28,4,2.2857142857142856,33.33333333333333,1
Saint_Vincent_and_the_Grenadines,2020-12-17,2020-50,4,11,1,0.5714285714285714,33.33333333333333,1
British_Virgin_Islands,2020-12-17,2020-50,4,7,1,0.5714285714285714,33.33333333333333,1
Mauritius,2020-12-17,2020-50,4,18,2,1.1428571428571428,33.33333333333333,1
Mauritania,2020-12-17,2020-50,4,2261,323,194.42857142857142,28.27521206409047,8
Burundi,2020-12-17,2020-50,4,35,5,3.2857142857142856,21.052631578947366,9
Equatorial_Guinea,2020-12-17,2020-50,4,29,4,2.7142857142857144,18.75000000000002,10
Suriname,2020-12-17,2020-50,4,29,4,2.7142857142857144,18.75000000000002,10
Comoros,2020-12-18,2020-50,5,12,1,0.7142857142857143,25.0,1
"Bonaire, Saint Eustatius and Saba",2020-12-18,2020-50,5,9,1,0.7142857142857143,25.0,1
Congo,2020-12-18,2020-50,5,426,60,42.857142857142854,25.0,1
Grenada,2020-12-18,2020-50,5,28,4,2.857142857142857,25.0,1
Saint_Vincent_and_the_Grenadines,2020-12-18,2020-50,5,11,1,0.7142857142857143,25.0,1
British_Virgin_Islands,2020-12-18,2020-50,5,7,1,0.7142857142857143,25.0,1
Mauritius,2020-12-18,2020-50,5,18,2,1.4285714285714286,25.0,1
Mauritania,2020-12-18,2020-50,5,2261,323,237.28571428571428,22.04261572373256,8
Burundi,2020-12-18,2020-50,5,35,5,3.857142857142857,17.391304347826097,9
Bermuda,2020-12-18,2020-50,5,143,20,15.714285714285714,15.789473684210531,10
Congo,2020-12-19,2020-50,6,426,60,51.42857142857143,20.000000000000018,1
Comoros,2020-12-19,2020-50,6,12,1,0.8571428571428571,19.999999999999996,2
"Bonaire, Saint Eustatius and Saba",2020-12-19,2020-50,6,9,1,0.8571428571428571,19.999999999999996,2
Grenada,2020-12-19,2020-50,6,28,4,3.4285714285714284,19.999999999999996,2
Saint_Vincent_and_the_Grenadines,2020-12-19,2020-50,6,11,1,0.8571428571428571,19.999999999999996,2
British_Virgin_Islands,2020-12-19,2020-50,6,7,1,0.8571428571428571,19.999999999999996,2
Mauritius,2020-12-19,2020-50,6,18,2,1.7142857142857142,19.999999999999996,2
Mauritania,2020-12-19,2020-50,6,2261,323,280.14285714285717,18.061408789885625,8
Burundi,2020-12-19,2020-50,6,35,5,4.428571428571429,14.814814814814813,9
Equatorial_Guinea,2020-12-19,2020-50,6,29,4,3.5714285714285716,13.636363636363647,10
Suriname,2020-12-19,2020-50,6,29,4,3.5714285714285716,13.636363636363647,10
Bermuda,2020-12-19,2020-50,6,143,20,17.857142857142858,13.636363636363647,10
Comoros,2020-12-20,2020-50,7,12,1,1.0,16.666666666666675,1
"Bonaire, Saint Eustatius and Saba",2020-12-20,2020-50,7,9,1,1.0,16.666666666666675,1
Grenada,2020-12-20,2020-50,7,28,4,4.0,16.666666666666675,1
Saint_Vincent_and_the_Grenadines,2020-12-20,2020-50,7,11,1,1.0,16.666666666666675,1
British_Virgin_Islands,2020-12-20,2020-50,7,7,1,1.0,16.666666666666675,1
Mauritius,2020-12-20,2020-50,7,18,2,2.0,16.666666666666675,1
Congo,2020-12-20,2020-50,7,426,60,60.0,16.66666666666665,7
Mauritania,2020-12-20,2020-50,7,2261,323,323.0,15.298317185109633,8
Burundi,2020-12-20,2020-50,7,35,5,5.0,12.903225806451601,9
Equatorial_Guinea,2020-12-20,2020-50,7,29,4,4.0,11.99999999999999,10
Suriname,2020-12-20,2020-50,7,29,4,4.0,11.99999999999999,10
Bermuda,2020-12-20,2020-50,7,143,20,20.0,11.99999999999999,10
China,2020-12-21,2020-51,1,3029,432,73.71428571428571,426.5306122448979,1
Suriname,2020-12-21,2020-51,1,230,32,8.0,100.0,2
Gibraltar,2020-12-21,2020-51,1,169,24,6.0,100.0,2
Malawi,2020-12-21,2020-51,1,95,13,3.5714285714285716,78.57142857142858,4
Thailand,2020-12-21,2020-51,1,670,95,29.0,61.111111111111114,5
Comoros,2020-12-21,2020-51,1,38,5,1.5714285714285714,57.14285714285714,6
Sierra_Leone,2020-12-21,2020-51,1,64,9,3.0,50.0,7
Turks_and_Caicos_islands,2020-12-21,2020-51,1,29,4,1.4285714285714286,42.85714285714286,8
Bhutan,2020-12-21,2020-51,1,29,4,1.4285714285714286,42.85714285714286,8
Mongolia,2020-12-21,2020-51,1,81,11,4.142857142857143,38.095238095238116,10
China,2020-12-22,2020-51,2,3029,432,133.42857142857142,81.00775193798448,1
Suriname,2020-12-22,2020-51,2,230,32,12.0,50.0,2
Gibraltar,2020-12-22,2020-51,2,169,24,9.0,50.0,2
Malawi,2020-12-22,2020-51,2,95,13,5.142857142857143,43.99999999999999,4
Thailand,2020-12-22,2020-51,2,670,95,40.0,37.93103448275863,5
